Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
,Atlas des lieux maudits,Olivier Le Carrer,,Sibylle Le Carrer,2081295520,9782081295520,4,,Arthaud,Hardcover,134,2014/01/01,,,,read,,read,"I luoghi ""maledetti"" del mondo, da roba famosa tipo il triangolo delle Bermuda e Amityville ad altre cose molto meno popolari, raccontati con uno stile da guida turistica raffinata e illustrati con bellissime mappe d'epoca. Una delizia.",,,1,1
,L'amica geniale,Elena Ferrante,,,8866320323,9788866320326,5,,E/O,Paperback,400,2011/10/14,,,,read,,read,La vita di due rosicone colossali e l'amicizia che le lega raccontate da una persona che scrive davvero bene.,,,1,1
,Game Saves,Angelo Franco,,,1537479547,9781537479545,2,,CreateSpace Independent Publishing Platform,Paperback,156,2016/09/28,,,,read,,read,"Un racconto in prima persona di una vita da videogiocatore che fondamentalmente si risolve in un lungo elenco di macchine, giochi, sparuti riferimenti storici e sentiti aneddoti personali, senza mai intrecciare le cose in maniera interessante. Di buono ha che è breve e può destare qualche bel ricordo, un po' come li destano quei post da social network sui bei tempi andati. Purtroppo non va oltre, anche perché è scritto onestamente maluccio.",,,1,1
,Bonjour bébé chat!,,,,2092559761,9782092559765,,,Nathan,Hardcover,10,2016/01/01,,,,to-read,,to-read,,,,0,0
,Zootropolis,,,,8852225137,9788852225130,,,Disney Libri,Board Book,28,2016/02/03,,,,to-read,,to-read,,,,0,0
,Ziggy Marley and Family Cookbook,Ziggy Marley,,,1617754838,9781617754838,,,Akashik,Hardcover,101,2016/01/01,,,,to-read,,to-read,,,,0,0
,La bible Super Nintendo,,,,2371880213,9782371880214,5,,Pix 'n Love,Hardcover,412,2016/01/01,,,,read,,read,"La bibbia con tutti i giochi è completissima e ben strutturata, le sezioni di contorno sono interessanti, l'impaginazione è stellare. Bellissimo.",,,1,1
,L'histoire de Mario,William Audureau,,,2918272264,9782918272267,,,Pix 'n Love,Paperback,426,2011/01/01,,,,to-read,,to-read,,,,0,0
,"L'Histoire de Mario, vol. 2: 1990-1995",William Audureau,,Oscar Lemaire,2371880353,9782371880351,,,Pix 'n Love,Paperback,408,2017/01/01,,,,to-read,,to-read,,,,0,0
,32 Yolks,Eric Ripert,,Veronica Chambers,0812992989,9780812992984,3,,Random House,Hardcover,247,2016/01/01,,,,read,,read,"Un'autobiografia dello chef Eric Ripert che si concentra sugli anni della gioventù e sul periodo di apprendistato presso Joël Robuchon. Gradevole, interessante soprattutto nei racconti su come funzionano le cucine.",,,1,1
,La Bible Super Nintendo - Extension Pack,,,,2371880264,9782371880269,5,,Pix'n Love,Hardcover,413,2016/01/01,,,,read,,read,Una bella serie di sfiziosi extra.,,,1,1
,David Hockney,Caroline Edde,,Marie Sarré,2844267807,9782844267801,,,Centre Pompidou,Paperback,58,2017/01/01,,,,to-read,,to-read,,,,0,0
,SNES/Super Famicom,,,,0995658633,9780995658639,5,,Bitmap Books,Paperback,536,2018/02/01,,,,read,,read,Son sempre la stessa (bellissima) roba.,,,1,1
,OST - Original Sound Track,Rémi Lopez,,,291827285X,9782918272854,4,,Pix'n Love,Hardcover,229,2014/03/01,,,,read,,read,"Cento colonne sonore videoludiche selezionate in base alla loro importanza ""evolutiva"" e analizzate a fondo. Un bel libro da consultare, anche per scoprire chicche ignote.",,,1,1
,Ready Player One,Ernest Cline,,,1446493830,9781446493830,3,,Random House,eBook,384,2011/08/18,,,,read,,read,L'equivalente letterario di cagare tosto dopo aver mangiato pasta scotta condita con chiodi e dell'ottimo parmigiano.,,,1,1
,L'histoire de Capcom,,,,2371880566,9782371880566,5,,Pix'n Love,Hardcover,304,2018/02/01,,,,read,,read,"Un grosso tomo cartonato da tavolo di qualità eccelsa, splendido da sfogliare e consultare, appassionante da leggere. La parte più ""di storia"" è ricca di dettagli interessantissimi, in parte anche inediti, e la schedatura di ogni singolo gioco è curata, approfondita e ficcante. Imperdibile.",,,1,1
,"The Dark Tower, Book 1",Stephen King,,,1501141384,9781501141386,3,,Scribner,eBook,253,2016/01/01,,,,read,,read,"Storia intrigante, prosa irritante.",,,1,1
,Pix'n Love #HS1,Régis Monterrin,,,2371880191,9782371880191,5,,Pix'n Love,Paperback,276,2016/01/01,,,,read,,read,"Racconta entrambe le storie molto bene, infilando un sacco di dettagli interessanti e dando voce ai protagonisti con parecchie dichiarazioni, anche inedite.",,,1,1
,Elementi di architettura della chiesa,Giancarlo Santi,,,8834335104,9788834335109,,,Vita e Pensiero,Paperback,239,2018/04/05,,,,to-read,,to-read,,,,0,0
,Intermundia Genesis,Giorgio Catania,,,198033899X,9781980338994,,,Independently published,Paperback,297,2018/01/01,,,,to-read,,to-read,,,,0,0
,Exponential Organizations,Michael S. Malone,,"Salim Ismail, Yuri van Geest",1626814236,9781626814233,,,Diversion,Paperback,320,2014/10/01,,,,to-read,,to-read,,,,0,0
,Metal Gear Solid,Mehdi El Kanafi,,"Denis Brusseaux, Nicholas Courcier",,9791094723616,4,,Third Editions,Hardcover,249,2018/02/21,,,,read,,read,"Un volume sostanzioso, scritto in maniera solida e scorrevole, che qua e là sembra forse sorvolare un po' su spunti interessanti ma nel complesso mi sento certamente di consigliare a chi apprezza la saga e vuole approfondirne svariati aspetti, ripercorrerne la storia, scoprire interpretazioni alternative e/o fare un tuffo nella nostalgia. A patto di non cercare un libro che sappia dire la sua anche sul piano visivo: il lavoro è professionale, l'impaginazione curata, l'utilizzo di loghi e simboli a ornare determinati passaggi efficace, ma i contenuti si limitano alla parola scritta. Non viene dato il minimo spazio alla presentazione di materiale d'archivio, immagini, bozzetti, copertine o chissà che altro a cui molta letteratura di settore recente ci ha abituato. I libri Third Editions sono quasi esclusivamente da leggere. Non che sia un problema, basta saperlo.",,,1,1
,Bastardi in salsa rossa,Joe R. Lansdale,,,880623529X,9788806235291,,,Einaudi,Paperback,283,2017/12/05,,,,to-read,,to-read,,,,0,0
,Basketball (and Other Things),Shea Serrano,,,1419726471,9781419726477,,,Harry N. Abrams,Paperback,239,2017/10/10,,,,to-read,,to-read,,,,0,0
,Super blu,Katsuhiko Tokunaga,,,8885909035,9788885909038,,,Albertelli,Others,152,1988/07,,,,to-read,,to-read,,,,0,0
,Dictionnaire international des arts appliqués et du design,,,,2841050246,9782841050246,,,Éditions du Regard,Hardcover,650,1996/01/01,,,,to-read,,to-read,,,,0,0
,THE INTERNATIONAL ENCYCLOPEDIA OF AVIATION.,David (Editor). Mondey,,,0600560805,9780600560807,,,Hamlyn,Others,480,1988/01/01,,,,to-read,,to-read,,,,0,0
,Ali,Mark Meyer,,Chuck Yeager,8840236082,9788840236087,,,De Agostini,Others,144,1986/08,,,,to-read,,to-read,,,,0,0
,ALI SUL MARE,Charles J. Heatley,,Jake Garn,8840236090,9788840236094,,,De Agostini,Hardcover,152,1987/07,,,,to-read,,to-read,,,,0,0
,Total Force,George Hall,,"Barry M. Goldwater, Jeffrey Ethell",8840203729,9788840203720,,,De Agostini,Hardcover,168,1989/03,,,,to-read,,to-read,,,,0,0
,Ali di guerra. L'aviazione americana nel Golfo,,,,8840299513,9788840299518,,,De Agostini,Others,192,1992/09,,,,to-read,,to-read,,,,0,0
,Milano,Giuliana Gramigna,,Sergio Mazza,8820329131,9788820329136,,,Hoepli,Others,588,2001/11/01,,,,to-read,,to-read,,,,0,0
,Charles Rennie Mackintosh 1868 - 1928,Charlotte Fiell,,Peter Fiell,3822879894,9783822879894,,,Taschen Verlag,Others,176,1997/01/01,,,,to-read,,to-read,,,,0,0
,Santiago Calatrava,Philip Jodidio,,,3822876526,9783822876527,,,Taschen,Hardcover,175,1998/10/01,,,,to-read,,to-read,,,,0,0
,Il design italiano (1964-1990),,,,8843553755,9788843553754,,,Mondadori Electa,Others,496,1996/02/23,,,,to-read,,to-read,,,,0,0
,Decorative Art 1920s,,,,3822861162,9783822861165,,,Taschen,Hardcover,,2011/05/02,,,,to-read,,to-read,,,,0,0
,"1900s-1910s. Decorative art. Ediz. italiana, spagnola e portoghese",,,,3822861154,9783822861158,,,Taschen,Others,576,2010/03/19,,,,to-read,,to-read,,,,0,0
,Starck,Christine Colin,,,2870093322,9782870093320,,,P. Mardaga,Hardcover,348,1988/01/01,,,,to-read,,to-read,,,,0,0
,Maisons des Antilles,Michael Connors,,,2841100049,9782841100040,,,Flammarion,Hardcover,175,2007/10/17,,,,to-read,,to-read,,,,0,0
,Dizionario dell'architettura del XX secolo (6 vol),,,,8842210498,9788842210498,,,Allemandi,Hardcover,2700,2001/12/31,,,,to-read,,to-read,,,,0,0
,Dizionario di marina,Ilaria Gallinaro,,Giovanni Bàrberi Squarotti,8830418676,9788830418677,,,Longanesi,Hardcover,344,2000/09/22,,,,to-read,,to-read,,,,0,0
,Lo hobbit,John R. R. Tolkien,,,8818121006,9788818121001,,,Rusconi Libri,Hardcover,464,1991/12,,,,to-read,,to-read,,,,0,0
,"Harry Potter and the Cursed Child, Parts 1 & 2",Jack Thorne,,,0751565350,9780751565355,,,"Little, Brown",Hardcover,343,2016/07/01,,,,to-read,,to-read,,,,0,0
,The Long Earth,Stephen Baxter,,Terry Pratchett,0857520105,9780857520104,,,Doubleday,Paperback,400,2012/06/01,,,,to-read,,to-read,,,,0,0
,The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams,,,0385347308,9780385347303,,,Crown,Leather Bound,832,2012/01/01,,,,to-read,,to-read,,,,0,0
,Stardust,Charles Vess,,Neil Gaiman,8887006016,9788887006018,5,,Magic Press,Hardcover,224,2000/01,,,,read,,read,,,,1,1
,Le Petit Prince,Antoine de Saint-Exupéry,,,2070331008,9782070331000,,,"Gallimard (Folio Junior, 100)",Paperback,95,2001/11/15,,,,to-read,,to-read,,,,0,0
,Trigger Happy,Steven Poole,,,1559705981,9781559705981,4,,Arcade Publishing,Paperback,304,2004/09/15,,,,read,,read,"Chiaramente data la velocità con cui si evolve il settore, su alcuni temi è invecchiatissimo, e la postfazione successiva di quattro anni, pur interessante, non cambia questa cosa. Ma su molti altri temi rimane ancora parecchio attuale ed è comunque affascinante (ri)scoprire come le cose venissero viste quasi vent'anni fa e quanto abbiano centrato il bersaglio le vare previsioni di Poole. In generale, rimane un libro di analisi del videogioco molto complesso e profondo, con alcuni capitoli davvero fondamentali.",,,1,1
,Au cœur des émotions de l'enfant,Isabelle Filliozat,,,2709639149,9782709639149,5,,JC Lattès,eBook,216,2014/04/01,,,,read,,read,"Una lettura preziosa, in cui ho ritrovato in larga misura il mio pensiero ma che proprio per questo mi ha fatto rivalutare e ripensare molti atteggiamenti dei quali ero convinto. E anche se non ci si trovasse d'accordo coi principi generali espressi, penso che possa fare bene confrontarsi con questi punti di vista.",,,1,1
,Rusty Puppy,Joe R. Lansdale,,,1473629098,9781473629097,4,,Mulholland Books,eBook,246,2017/02/01,,,,read,,read,Si conferma il ritorno di forma del libro precedente. I momenti migliori della serie rimangono lontani ma il racconto è godibilissimo e la scrittura è bella frizzante.,,,1,1
,Conversations with Friends,Sally Rooney,,,0571333141,9780571333141,,,Faber & Faber,eBook,304,2017/05/01,,,,to-read,,to-read,,,,0,0
,Normal People,Sally Rooney,,,0571334660,9780571334667,,,Faber & Faber,eBook,266,2018/08/01,,,,to-read,,to-read,,,,0,0
,Mille gru,Yasunari Kawabata,,,8877107006,9788877107008,,,SE,Paperback,136,2007/07/26,,,,to-read,,to-read,,,,0,0
,Ragazze mancine,Stefania Bertola,,,8806212648,9788806212643,,,Einaudi,Paperback,281,2013/11/05,,,,to-read,,to-read,,,,0,0
,Il giardino delle nebbie notturne,Twan Eng Tan,,,8861923305,9788861923300,,,Elliot,Paperback,375,2013/04/10,,,,to-read,,to-read,,,,0,0
,Finzioni,Jorge L. Borges,,,8845914275,9788845914270,,,Adelphi,Paperback,186,2003/07/02,,,,to-read,,to-read,,,,0,0
,Chanson douce,Leïla Slimani,,,2070196674,9782070196678,,,Gallimard,Paperback,226,2016/05/25,,,,to-read,,to-read,,,,0,0
,Le particelle elementari,Michel Houellebecq,,,8845240983,9788845240980,,,Bompiani,Paperback,316,1999/01/01,,,,to-read,,to-read,,,,0,0
,"Bianca come il latte, rossa come il sangue",Alessandro D'Avenia,,,8866210056,9788866210054,,,Mondadori,Paperback,254,2011/03/25,,,,to-read,,to-read,,,,0,0
,Il viaggiatore del secolo,Andrés Neuman,,,8862201176,9788862201179,,,Ponte alle Grazie,Hardcover,483,2010/06/10,,,,to-read,,to-read,,,,0,0
,L'eleganza del riccio,Muriel Barbery,,,8876417966,9788876417962,,,E/O (Dal mondo. Francia),Paperback,321,2007/01/01,,,,to-read,,to-read,,,,0,0
,Pastorale americana,Philip Roth,,,8806174118,9788806174118,,,Einaudi,Paperback,425,2005/07/12,,,,to-read,,to-read,,,,0,0
,Half of a Yellow Sun,Chimamanda Ngozi Adichie,,,0007200285,9780007200283,,,HarperCollins Publishers,Paperback,448,2007/01/15,,,,to-read,,to-read,,,,0,0
,Storia del nuovo cognome,Elena Ferrante,,,8866321818,9788866321811,5,,e/o (Dal mondo),Paperback,470,2012/09/01,,,,read,,read,"Continua ad essere una lettura gradevolissima, che racconta un mondo, un'epoca e dei personaggi con forza, coinvolgimento, attraverso una scrittura che riesce ad essere bella senza dare mai l'impressione di piacersi. Inoltre, mi ha messo curiosità di andare avanti molto più del primo libro.",,,1,1
,La morte dei caprioli belli,Ota Pavel,,,8889767375,9788889767375,,,Keller,Paperback,158,2013/04/09,,,,to-read,,to-read,,,,0,0
,Il luogo del cuore,Donata Testa,,,8878760439,9788878760431,,,Ediarco,Others,96,2006/07,,,,to-read,,to-read,,,,0,0
,Ratner's Star,Don DeLillo,,,0679722920,9780679722922,,,Vintage,Paperback,448,1989/07/17,,,,to-read,,to-read,,,,0,0
,"Storia della bambina perduta. Maturità, vecchiaia",Elena Ferrante,,,8866325511,9788866325512,,,e/o,Paperback,451,2014/10/29,,,,to-read,,to-read,,,,0,0
,In One Person,John Irving,,,1476708479,9781476708478,,,,Others,,2013/03/01,,,,to-read,,to-read,,,,0,0
,La scomparsa di Majorana,Leonardo Sciascia,,,8845918718,9788845918711,,,Adelphi,Paperback,119,2004/05/26,,,,to-read,,to-read,,,,0,0
,Satana a Goray,Isaac Bashevis Singer,,,8830417572,9788830417571,,,Longanesi,Paperback,244,2002/05/17,,,,to-read,,to-read,,,,0,0
,The Help,Kathryn Stockett,,,0141039280,9780141039282,,,Penguin Books Ltd,Paperback,464,2010/04/10,,,,to-read,,to-read,,,,0,0
,Moment d'un couple,Nelly Alard,,,2070141950,9782070141951,,,Gallimard,Paperback,375,2013/07/01,,,,to-read,,to-read,,,,0,0
,Cyber China,Xiaolong Qiu,,,8831718428,9788831718424,,,Marsilio,Paperback,315,2014/06/18,,,,to-read,,to-read,,,,0,0
,Death Comes to Pemberley,P. D. James,,,0571288006,9780571288007,,,Faber and Faber,Paperback,352,2012/07/05,,,,to-read,,to-read,,,,0,0
,To Kill A Mockingbird,Harper,,,1435132416,9781435132412,,,Barnes & Noble,Leather Bound,323,0101/01/01,,,,to-read,,to-read,,,,0,0
,Maigret en mer du Nord,Georges Simenon,,,2253161543,9782253161547,,,Le Livre de Poche,Paperback,316,2011/08/24,,,,to-read,,to-read,,,,0,0
,Una stagione selvaggia,Joe R. Lansdale,,,8806169548,9788806169541,,,Einaudi,Paperback,192,2006/10/03,,,,to-read,,to-read,,,,0,0
,Mucho Mojo,Joe R. Lansdale,,,8806171461,9788806171469,,,Einaudi,Paperback,281,2007/06/05,,,,to-read,,to-read,,,,0,0
,The Emperor of Scent,Chandler Burr,,,0099460238,9780099460237,,,Cornerstone,Paperback,400,2004/03/04,,,,to-read,,to-read,,,,0,0
,Seven Pillars of Wisdom,T. E. Lawrence,,,0141182768,9780141182766,,,Penguin Books Ltd,Paperback,704,2000/03/30,,,,to-read,,to-read,,,,0,0
,Ancora una notte,Raymond Chandler,,,8807812142,9788807812149,,,Feltrinelli,Paperback,144,1999/04/26,,,,to-read,,to-read,,,,0,0
,Honky Tonk Samurai,Joe R. Lansdale,,,8806228293,9788806228293,,,Einaudi,Paperback,425,2015/11/24,,,,to-read,,to-read,,,,0,0
,Il cinese,Henning Mankell,,,8831797875,9788831797870,,,Marsilio,Paperback,587,2009/06/17,,,,to-read,,to-read,,,,0,0
,Addio mia amata,Raymond Chandler,,,8807812193,9788807812194,,,Feltrinelli,Paperback,240,2008/11/03,,,,to-read,,to-read,,,,0,0
,La signora nel lago,Raymond Chandler,,,8807812509,9788807812507,,,Feltrinelli,Others,256,2008/09/29,,,,to-read,,to-read,,,,0,0
,The Force,Don Winslow,,,0008227497,9780008227494,,,HarperCollins,Paperback,482,2017/01/01,,,,to-read,,to-read,,,,0,0
,Shantaram,Gregory David Roberts,,,0349117543,9780349117546,,,"Little, Brown Book Group",Paperback,944,2005/03/24,,,,to-read,,to-read,,,,0,0
,Poesie d'amore,Jacques Prevert,,,8823500516,9788823500518,,,Guanda,Paperback,240,2012/05/17,,,,to-read,,to-read,,,,0,0
,Vol de nuit,Antoine de Saint-Exupéry,,,2070360040,9782070360048,,,"Gallimard (Folio, 4)",Paperback,188,1972/01/01,,,,to-read,,to-read,,,,0,0
,Les belles images,Simone de Beauvoir,,,2070362434,9782070362431,,,Gallimard,Paperback,182,1972/11/07,,,,to-read,,to-read,,,,0,0
,Aristotele detective,Margaret Doody,,,8838915229,9788838915222,,,Sellerio Editore Palermo,Paperback,449,1999/09/03,,,,to-read,,to-read,,,,0,0
,La caccia al tesoro,Andrea Camilleri,,,8838924783,9788838924781,,,Sellerio Editore Palermo,Paperback,271,2010/05/20,,,,to-read,,to-read,,,,0,0
,La setta degli angeli,Andrea Camilleri,,,8838925895,9788838925894,,,Sellerio Editore Palermo,Paperback,233,2011/10/20,,,,to-read,,to-read,,,,0,0
,Arabian Sands,Wilfred Thesiger,,,0141442077,9780141442075,,,Penguin Books Ltd,Paperback,368,2007/07/07,,,,to-read,,to-read,,,,0,0
,Il grande Gatsby,Francis Scott Fitzgerald,,,8804308168,9788804308164,,,Mondadori,Paperback,272,1995/08/29,,,,to-read,,to-read,,,,0,0
,La vie devant soi,Romain Gary,,,2070373622,9782070373628,,,Gallimard,Paperback,273,1982/03/16,,,,to-read,,to-read,,,,0,0
,Les souvenirs,David Foenkinos,,,2070450317,9782070450312,,,"Gallimard (Folio, 5513)",Mass Market Paperback,290,2013/01/10,,,,to-read,,to-read,,,,0,0
,Rien de grave,Justine Lévy,,,2253111821,9782253111825,,,L.G.F.,Paperback,220,2005/10/01,,,,to-read,,to-read,,,,0,0
,La doppia vita di M. Laurent,Santo Piazzese,,,8838914281,9788838914287,,,Sellerio Editore Palermo,Paperback,330,1998/06/26,,,,to-read,,to-read,,,,0,0
,Le Monde comme il va,Voltaire,,,2070339947,9782070339945,,,Editions Gallimard,Paperback,105,2006/09/28,,,,to-read,,to-read,,,,0,0
,Napoléon ou La destinée,Jean-Marie Rouart,,,2070457125,9782070457120,,,Gallimard,Mass Market Paperback,390,2014/01/01,,,,to-read,,to-read,,,,0,0
,Plonger,Christophe Ono-dit-Biot,,,2070463451,9782070463459,,,"Gallimard (Folio, 5885)",Mass Market Paperback,454,2015/01/01,,,,to-read,,to-read,,,,0,0
,Ragionevoli dubbi,Gianrico Carofiglio,,,8838921466,9788838921469,,,Sellerio Editore Palermo,Paperback,299,2006/09/07,,,,to-read,,to-read,,,,0,0
,Capodanno in giallo,Andrea Camilleri,,"Antonio Manzini, Francesco Recami, Gian Mauro Costa, Marco Malvaldi, Esmahan Aykol",8838928169,9788838928161,,,Sellerio,Paperback,288,2012/11/22,,,,to-read,,to-read,,,,0,0
,Un covo di vipere,Andrea Camilleri,,,8838930538,9788838930539,,,Sellerio Editore Palermo,Paperback,261,2013/05/30,,,,to-read,,to-read,,,,0,0
,Il ragazzo giusto,Vikram Seth,,,8830412902,9788830412903,,,Longanesi,Hardcover,1632,1995/05/04,,,,to-read,,to-read,,,,0,0
,From A to X,John Berger,,,1844673618,9781844673612,,,Verso,Paperback,208,2009/03/25,,,,to-read,,to-read,,,,0,0
,L'Adversaire,Emmanuel Carrere,,,2070416216,9782070416219,,,Gallimard,Mass Market Paperback,219,2002/08/01,,,,to-read,,to-read,,,,0,0
,Il soffio della valanga,Santo Piazzese,,,8838918031,9788838918032,,,Sellerio Editore Palermo,Paperback,329,2002/11/29,,,,to-read,,to-read,,,,0,0
,Il sorriso di Angelica,Andrea Camilleri,,,8838925283,9788838925283,,,Sellerio Editore Palermo,Paperback,257,2010/10/21,,,,to-read,,to-read,,,,0,0
,Una voce di notte,Andrea Camilleri,,,8838927626,9788838927621,,,Sellerio Editore Palermo,Paperback,269,2012/10/18,,,,to-read,,to-read,,,,0,0
,Blues di mezz'autunno,Santo Piazzese,,,8838931097,9788838931093,,,Sellerio Editore Palermo,Paperback,161,2013/10/31,,,,to-read,,to-read,,,,0,0
,Bonjour Tristesse,Francoise Sagan,,,2266061283,9782266061285,,,Pocket,Paperback,153,2005/08/27,,,,to-read,,to-read,,,,0,0
,La délicatesse,David Foenkinos,,,2070440257,9782070440252,,,"Gallimard (Folio, 5177)",Mass Market Paperback,210,2011/01/13,,,,to-read,,to-read,,,,0,0
,I delitti di via Medina-Sidonia,Santo Piazzese,,,8838912343,9788838912344,,,Sellerio Editore Palermo,Paperback,304,1996/06/13,,,,to-read,,to-read,,,,0,0
,Ad occhi chiusi,Gianrico Carofiglio,,,8838919054,9788838919053,,,Sellerio Editore Palermo,Paperback,253,2003/11/21,,,,to-read,,to-read,,,,0,0
,One Hundred Ways for a Cat to Train Its Human,Celia Haddon,,,0340786051,9780340786055,,,Hodder & Stoughton General Division,Paperback,96,2001/10/18,,,,to-read,,to-read,,,,0,0
,"Io, il gatto",,,,8847415950,9788847415959,,,Edicart,Others,64,1999/12,,,,to-read,,to-read,,,,0,0
,I Could Pee on This,Francesco Marciuliano,,,1452110581,9781452110585,,,Chronicle Books,Hardcover,111,2012/10/01,,,,to-read,,to-read,,,,0,0
,Tutto quello che so l'ho imparato dal mio gatto,Suzy Becker,,,8817034096,9788817034098,,,Rizzoli,Paperback,144,2009/10/28,,,,to-read,,to-read,,,,0,0
,The Story of the ZX Spectrum in Pixels,Chris Wilkins,,,0993131506,9780993131509,5,,Fusion Retro Books,Paperback,232,2014/01/01,,,,read,,read,"È il primo della serie ""in Pixels"" ma lo leggo per ultimo grazie alla ristampa. Il formato, ovviamente, è sempre quello, con un mix di articoli generali di contesto, schede e immagini sui singoli giochi e ricordi personali di chi c'era. Piacevolissimo e ricco di informazioni come al solito.",,,1,1
,The Story of the ZX Spectrum in Pixels,Chris Wilkins,,,0993131522,9780993131523,5,,Fusion Retro Books,Paperback,236,2015/01/01,,,,read,,read,"È il primo della serie ""in Pixels"" ma lo leggo per ultimo grazie alla ristampa. Il formato, ovviamente, è sempre quello, con un mix di articoli generali di contesto, schede e immagini sui singoli giochi e ricordi personali di chi c'era. Piacevolissimo e ricco di informazioni come al solito.",,,1,1
,The Story of the ZX Spectrum in Pixels,Chris Wilkins,,,0993131549,9780993131547,5,,Fusion Retro Books,Paperback,236,2015/01/01,,,,read,,read,"È il primo della serie ""in Pixels"" ma lo leggo per ultimo grazie alla ristampa. Il formato, ovviamente, è sempre quello, con un mix di articoli generali di contesto, schede e immagini sui singoli giochi e ricordi personali di chi c'era. Piacevolissimo e ricco di informazioni come al solito.",,,1,1
,The Art of Point-and-Click Adventure Games,,,,0995658668,9780995658660,5,,Bitmap Books,Hardcover,460,2018/09/01,,,,read,,read,"Sostanzialmente è la versione dopata di un Visual Compendium e infatti è splendido come lo sono i libri di quella collana. Fantastico da sfogliare e ammirare, interessantissimo nelle interviste, soprattutto quando dà voce a nomi meno noti dei soliti. I gadget dell'edizione limitata, poi, sono adorabili.",,,1,1
,The Leftovers,Tom Perrotta,,,0007453108,9780007453108,3,,HarperCollins Publishers,eBook,300,2012/01/05,,,,read,,read,"Lo spunto di partenza è affascinante ma Perrotta lo usa solo come tale, senza indagare, concentrandosi piuttosto sulle persone, sull'elaborazione di lutti impossibili, sulla sopravvivenza, su un mondo stravolto. Ci sono passaggi molto riusciti e un bel finale carico di speranza, ma il libro gira parecchio a vuoto e non tutti i personaggi hanno davvero qualcosa di interessante da raccontare.",,,1,1
,500 Years Later,Matt Leone,,,0957576846,9780957576841,4.5,,Read-Only Memory,Hardcover,240,2018/09/01,,,,read,,read,"Ottima versione ampliata di una ""oral history"" che già era notevole nella sua versione originale. Il racconto della creazione di un gioco storico e un sacco di aneddoti collaterali.",,,1,1
,Enigma Variations,André Aciman,,,1250159970,9781250159977,,,Picador,Paperback,266,2018/01/09,,,,to-read,,to-read,,,,0,0
,Il sorriso di Jackrabbit,Joe R. Lansdale,,,8806235311,9788806235314,,,Einaudi,Paperback,250,2018/09/04,,,,to-read,,to-read,,,,0,0
,Bambini e basta,Irene Bernardini,,,8852028714,9788852028717,4,,Mondadori,eBook,204,2012/09/18,,,,read,,read,"Molto interessante nell'approccio e in ciò che prova a spiegare, anche se ovviamente, su questo genere di libri, conta quanto ti trovi in sintonia con quel che viene detto. Non ho amato molto lo stile di scrittura, onestamente.",,,1,1
,L'histoire du point'n click,Patrick Helliot,,,2371880159,9782371880153,5,,Pix'n Love,Hardcover,496,2018/11/01,,,,read,,read,"Un libro splendido, ricco, approfondito, piacevole da sfogliare e da leggere, che racconta l'argomento in maniera perfetta e offrendo anche una bella finestra sulla scena europea in generale, francese in particolare, molto importante per il genere.",,,1,1
,EarthBound,Ken Baumann,,,194053500X,9781940535005,4,,Boss Fight Books,Paperback,189,2014/01/15,,,,read,,read,"Un'analisi del gioco molto personale, che traccia un filo conduttore fra l'esperienza dell'autore, i temi del GdR, le meccaniche, la localizzazione e altro ancora, attraverso una rilettura in età adulta di quanto giocato e vissuto da bambino. ",,,1,1
,How to Change Your Mind,Michael Pollan,,,1594204225,9781594204227,,,Penguin Press,Hardcover,465,2018/05/15,,,,to-read,,to-read,,,,0,0
,Giappone,Nancy Singleton Hachisu,,,8867223542,9788867223541,,,L'Ippocampo,Hardcover,468,2018/08/20,,,,to-read,,to-read,,,,0,0
,"Love, Sex and Other Foreign Policy Goals",Jesse Armstrong,,,0099578743,9780099578741,,,Vintage,Paperback,384,2016/04/01,,,,to-read,,to-read,,,,0,0
,Commodore,David John Pleasance,,,1782817816,9781782817819,5,,Downtime,Hardcover,360,2018/10/01,,,,read,,read,"Un bel libro, ricco di aneddoti interessanti, che spiega cose non necessariamente stranote e soprattutto offre un punto di vista un po' diverso dal solito, perlomeno nella prima metà. La seconda parte, dedicata ai ricordi personali di varie persone, approfondisce invece aspetti tecnici ed è comunque molto interessante. Complessivamente, senza dubbio un libro da leggere per chi è interessato alla storia di Commodore e, in generale, del settore.",,,1,1
,La filosofia di Topolino,Giulio Giorello,,Ilaria Cozzaglio,8823502446,9788823502444,,,Guanda,Paperback,252,2013/03/21,,,,to-read,,to-read,,,,0,0
,The Flavor Thesaurus,Niki Segnit,,,160819874X,9781608198740,,,Bloomsbury,Hardcover,395,2012/01/01,,,,to-read,,to-read,,,,0,0
,On Dialogue,Peter Senge,,David Bohm,0415336414,9780415336413,,,Routledge,Paperback,160,2004/09/21,,,,to-read,,to-read,,,,0,0
