ISBN,Title,Subtitle,Author,Format,Number of pages,Publisher,Date of publication,Private notes,Comment Title,Comment Content,Reading status,Vote,Tags
9780142410325,Charlie and the Great Glass Elevator,,Roald Dahl,Paperback,159,Penguin Putnam Inc,2007-09-29,,,"Prima di cominciarlo mi chiedevo come mai non ne avessero tratto un film, poi sono arrivato a un terzo del libro, quando improvvisamente diventa Aliens - Scontro finale, e ho capito. Seguito super ambizioso, decisamente più adulto nella complessità, nello stile, nell'umorismo e in certi passaggi abbastanza cupi, è un libro completamente fuori di testa, scritto dal Dahl più folle e sregolato. Ed è delizioso. Ci abbiamo messo un po' a finirlo perché sulle prime mia figlia era abbastanza spiazzata e ha voluto interrompere, ma dopo una pausa di qualche tempo ha deciso di proseguire e si è appassionata. E sì, è comprensibile che non sia mai stato tratto un film da un libro così folle, specie poi considerando che sarebbe complesso venderlo come seguito de La fabbrica di cioccolato e che, oltretutto, richiederebbe un budget considerevole, per quel che racconta. Secondo me a Tim Burton, che del resto ha diretto il remake del primo, piacerebbe tantissimo adattare questo. E in fondo, in una certa misura, l'ha già ""usato"" in Mars Attacks che, fra il presidente imbecille, gli alieni buffi ma letali e l'umorismo surreale, sembra un po' un adattamento della parte centrale di questo libro.",Finished on 2021-06-30,5,
9781838019136,Game Boy,The Box Art Collection,,Hardcover,372,Bitmap Books,2020-12-xx,,,"Un'altra splendida raccolta, da sfogliare, consultare e leggere, visivamente splendida, dalla confezione eccellente e comunque interessante anche dal punto di vista dei contenuti scritti. Particolarmente apprezzabile la selezione di immagini a corredo delle copertine (adoro le schermate dei titoli di testa), fa forse un po' sorridere che spesso le copertine vengano criticate e descritte come brutte, ma suppongo la selezione sia anche figlia del materiale disponibile.",Finished on 2021-06-05,4.5,
9788845915918,Il più grande uomo scimmia del Pleistocene,,Roy Lewis,Paperback,178,Adelphi,2001-01-24,,,,Finished on 2009-08-14,3,
9783822831526,Horror Cinema,,Jonathan Penner,Hardcover,192,Taschen America Llc,2008-12-01,,,,,,
,La solitudine dei numeri primi,,Paolo Giordano,Hardcover,312,Mondolibri,2008-01-01,,,,,,
9788878760028,Sette giorni a Dakar,Viaggio in Senegal,"Massimo Giannini, Luca Macchiavelli",Paperback,160,Ediarco,2004-01-xx,,,,,,
9788878760172,Rwanda,La notte delle stelle cadute,Roberto Mauri,Paperback,88,Ediarco,2005-01,,,,,,
9788808030702,Sinonimi e contrari,"Dizionario fraseologico delle parole equivalenti, analoghe e contrarie",Giuseppe Pittàno,Hardcover,864,Zanichelli,1987-12,,,,,,
,La semantica,,Pierre Guiraud,Paperback,160,Bompiani,1973-08-01,,,,,,
9788804471325,Il velocifero,,Luigi Santucci,Others,432,Mondadori,1999-05-01,,,,,,
9788804225607,I fiori del male,,Charles Baudelaire,Mass Market Paperback,208,Mondadori,1988-04-01,,,,,,
,Almanacco illustrato del Calcio 1985,,,Hardcover,604,Panini,1984-11-01,,,,,4,
,Il libro dei giochi in casa,Cento divertenti e semplici giochi per quanto si è soli e per quanto si è in compagnia ideati per bambini da1 a 12 anni,Odette-Aimèe Grandjean,Mass Market Paperback,170,Garzanti,1977-01-25,,,,,3,
9788804554158,Il secolo cinese,"Storie di uomini, città e denaro dalla fabbrica del mondo",Federico Rampini,Paperback,350,Mondadori,2006-04-11,,,,,,
9788804580447,Spingendo la notte più in là,Storia della mia famiglia e di altre vittime del terrorismo,Mario Calabresi,Paperback,125,Mondadori,2009-05-05,,,,,,
9788804209812,La famosa invasione degli orsi in Sicilia,,Dino Buzzati,Paperback,173,Arnoldo Mondadori (Letture per la scuola media),1982-01-01,,,,,3,
9780578026985,The Art of Guild Wars 2,,,Others,100,,2009-01-01,,,,,,
9788884513014,L'amuleto di Samarcanda,Trilogia di Bartimeus vol.1,Jonathan Stroud,Hardcover,449,Salani,2004-04-22,,,,,,
9788821120169,La freccia nera,,Robert Louis Stevenson,Paperback,,Marietti,1985-01-01,,,,,,
9788884510495,Harry Potter e il Calice di Fuoco,,J. K. Rowling,Hardcover,627,Salani,2001-01-01,,,,,3,
9780679766759,Push,,"Sapphire, Ramona Lofton",Paperback,192,Vintage,1997-04-29,,,,,,
9780061807404,Shutter Island Tie-In,,Dennis Lehane,Paperback,400,William Morrow & Company,2009-08-25,,,,,,
9788848119238,TimeOut - Tokyo,,,Paperback,320,Tecniche Nuove,2006-05-04,,,,,4,
9788820020514,Guerre stellari: Un amore per la principessa,,Dave Wolverton,Paperback,352,Sperling & Kupfer,1995-10-xx,,,,,2,
,Alien,,Alan Dean Foster,Hardcover,,Fabbri Editori SCHEDA DOPPIA,1995-01-01,,,,,4,
9788878182677,Il colore della magia,,Terry Pratchett,Paperback,174,TEA,1998-02-20,,,,,4,
,Enciclopedia della cucina mediterranea,Per cucinare con fantasia,"Carla Bardi, Rosalba Gioffrè, Helen Farrell",Hardcover,256,Mondolibri,2004-02-01,,,,,5,
9788834710296,L'anno dell'uragano,,Joe R. Lansdale,Paperback,160,Fanucci,2004-01-01,,,,,5,
9788854110991,Che fine ha fatto Mr Y?,,Scarlett Thomas,Hardcover,379,Newton Compton Editori,2008-01-10,,,,Finished on 2009-06-29,3,
9788877671257,Dellamorte Dellamore,,Tiziano Sclavi,Paperback,169,Camunia,1991-01-xx,,,,,3,
9788834705421,Star Trek: Il Ritorno,,William Shatner,Mass Market Paperback,442,Fanucci,1996-01-01,,,,,3,
9788804419846,Quarantanove canti degli indiani d'America,,,Paperback,64,Mondadori,1997-07,,,,,3,
9788846203014,Spider,,Patrick McGrath,Others,224,RL Libri,2003-10,,,,,3,
9788806175863,La notte del drive-in 3,La gita per turisti,Joe R. Lansdale,Paperback,232,Einaudi,2008-02-12,,,,Finished on 2008-10-18,3,
9784087827620,4C L-side,Lovers-side 桂正和イラスト集,桂正和,Paperback,83,集英社,1998-08-01,,,,,3,
,I classici dei Futura Book - Metal,,"Jon Hotten, Paul Elliot",Paperback,,Futura Publishing,1996-06-01,,,,,1,
9780140126709,Animal Farm,,George Orwell,Paperback,95,Penguin Books,1992-11-01,,,,,,
9780141439518,Pride and Prejudice,,Jane Austen,Paperback,435,Penguin Classics,2002-12-31,,,,Finished on 2009-07-21,4,
9780413757104,Revolutionary Road,,Richard Yates,Paperback,346,Methuen,2001-02-01,,,,Finished on 2008-01-23,5,
9780143039839,The New York Trilogy,City of Glass; Ghosts; The Locked Room,Paul Auster,Paperback,308,Penguin Books Ltd,2006-03-28,,,,,,
9788811660989,Sol levante,,Michael Crichton,Hardcover,416,Garzanti,1995-04-01,,,,,3,
9788807813047,Tokyo Blues,Norwegian Wood,Haruki Murakami,Mass Market Paperback,336,Feltrinelli,2003-01-xx,,,,,,
9780141188935,Atlas Shrugged,,Ayn Rand,Paperback,1168,Penguin,2007-02-01,,,,,,
9788830400290,La storia infinita,,Michael Ende,Hardcover,446,Longanesi,1981-10-21,,,,,4,
9788846200020,Il nome della rosa,,Umberto Eco,Paperback,544,RL Libri,1997-01,,,,,,
9788878240810,It,,Stephen King,Paperback,1248,"Sperling Paperback (Superbestseller, 69)",1990-02-23,,,,,4,
9788820040642,Cell,,Stephen King,Hardcover,503,Sperling & Kupfer,2006-03-28,,,,,3,
9788877828521,Harry Potter e il prigioniero di Azkaban,,J. K. Rowling,Hardcover,366,Salani,2000-01-01,,,,,4,
9788877827036,Harry Potter e la camera dei segreti,,J. K. Rowling,Hardcover,307,Salani,1999-01-01,,,,,4,
9788807820113,Il ritratto di Dorian Gray,,Oscar Wilde,Paperback,264,Feltrinelli,2009-03-02,,,,,,
9788878240483,Stagioni diverse,,Stephen King,Paperback,588,Sperling & Kupfer,1998-02-17,,,,,4,
9788806166489,Lo strano caso del cane ucciso a mezzanotte,,Mark Haddon,Hardcover,247,Einaudi,2003-09-30,,,,,,
9788804492078,Il Talismano,,"Peter Straub, Stephen King",Mass Market Paperback,938,Mondadori,2001-01,,,,,,
9788846202475,Il Silmarillion,,John R. R. Tolkien,Mass Market Paperback,464,RL Libri,2002-08,,,,,,
9788878241329,Misery,,Stephen King,Mass Market Paperback,392,Sperling & Kupfer,1991-01-10,,,,,3,
9788820011390,Quattro dopo mezzanotte,,Stephen King,Hardcover,848,Sperling & Kupfer,1991-03,,,,,3,
9788845215988,Ossessione,,Stephen King,Paperback,233,Bompiani,1989-11-xx,,,,,3,
9788834710074,La svastica sul sole,Collezione Dick 5 - II ediz.,Philip K. Dick,Paperback,381,Fanucci,2004-01-01,,,,,,
9788804503927,Cuori in Atlantide,,Stephen King,Paperback,669,Mondadori,2001-11-xx,,,,,,
9788811661023,Jurassic Park,,Michael Crichton,Hardcover,488,Garzanti,1990-12,,,,,3,
9788807701030,Sly,,Banana Yoshimoto,Others,136,Feltrinelli,1998-12-03,,,,,,
9788845202292,Le notti di Salem,,Stephen King,Mass Market Paperback,441,Bompiani,1988-01-01,,,,,5,
9788845408120,Everville,,Clive Barker,Hardcover,630,Sonzogno,1995-09,,,,,,
9788806181338,Le avventure di Alice nel paese delle meraviglie e Al di là dello specchio,,Lewis Carroll,Paperback,238,Einaudi,2006-01-25,,,,,,
9788846200198,Andromeda,,Michael Crichton,Paperback,338,SuperPocket,1997-02-01,,,,,4,
9788878184251,Mangiatori di morte,,Michael Crichton,Others,173,TEA,1998-09,,,,,3,
9780006753445,Paddington Helps Out,,Michael Bond,Paperback,144,HarperCollins Publishers,1997-09-30,,,"Arrivati al terzo libro, mi sento di dire che Paddington è un po' come quelle sit-com di una volta che ti accoglievano sempre e comunque, in qualunque momento arrivassi, perché tanto non cambiava mai nulla ed era sempre bellissimo. C'è in realtà una lieve differenza ed è data dall'elemento tematico: in Paddington Helps Out/Paddington il pasticcione, gli episodi sono tutti dedicati a Paddington che va a combinare casini deliranti fuori da casa, con delle disavventure in cucina a fare da intermezzo. Che bellezza.",Finished on 2022-12-02,4,
9788807034947,I miei giorni alla libreria Morisaki,,Satoshi Yagisawa,Paperback,160,Feltrinelli,2022-06-07,,,"Ho comprato I miei giorni alla libreria Morisaki un po' a caso, scartabellando in libreria a Levanto l'estate scorsa, e volendo, l'averlo fatto è un po' in tema con le cose di cui parla il romanzo. Che, come molti ""casi"" letterari, non è magari all'altezza delle aspettative che ti genera la fascetta con scritto ""L'HANNO LETTO A MILIARDI, CI STA PURE UN FILM, COMPRALO"" ma è un romanzo gradevole a base di crescita personale, forte soprattutto di un'ambientazione accattivante, personaggi azzeccati e, in generale, quell'atmosfera da vita quotidiana giapponese che fa molto Maison Ikkoku.",Finished on 2022-10-31,4,
9781782263098,The Road to Oz,,L. Frank Baum,Paperback,168,Sweet Cherry Publishing,2016-12-01,,,"Più andiamo avanti e più la serie dei libri di Oz mi sembra l'universo cinematografico Marvel: è affidabile, sai che in ogni episodio ci trovi più o meno la stessa roba, lo stesso genere di idee e sorprese, questo e quel personaggio che torna a salutare. In La strada per Oz, come al solito, ci sono almeno due o tre momenti completamente fuori di testa che valgono il prezzo del biglietto e in più torna a farsi vedere l'unico personaggio che si poteva lecitamente pensare fosse effettivamente morto. Volemose bene, avanti così.",Finished on 2022-10-27,4.5,
9780062422767,More About Paddington,,Michael Bond,Paperback,171,Harpercollins Childrens Books,2016-07-12,,,"Il secondo libro di Paddington è uguale al primo libro di Paddington, nel senso che ha la stessa struttura episodica, lo stesso gusto irresistibile per una scrittura che non guarda i bambini dall'alto verso il basso e lo stesso umorismo semplice e delizioso. Toh, ci aggiunge forse solo un pizzico, ma veramente un pizzico, di sviluppo orizzontale. Bellissimo.",Finished on 2022-09-27,4,
9781408898963,Humankind,A Hopeful History,Rutger Bregman,eBook,496,Bloomsbury,2020-05-19,,,"Ho tre cose da dire su Una nuova storia (non cinica) dell’umanità:1. spiega il suo punto di vista in maniera chiara, super leggibile, accattivante, mettendo in fila una lunga serie di fatti dei quali dà ovviamente la sua lettura ma che comunque fatti sono e rimangono. Con me sfondava una porta aperta ma non ha mai inciampato nel farlo;2. l'ho letto in inglese (Humankind: A Hopeful History) perché su Kobo non trovavo l'edizione italiana, ma vedo che c'è su Kindle;3. da adesso, ogni volta che qualcuno mi scassa il cazzo perché un film ha una morale, un setup e/o un finale consolatorio e mi attacca la manfrina che è oggettivamente meglio e di maggiore qualità un film che abbraccia il cinico realismo che dipinge l'animo oscuro che abbiamo dentro e il nichilismo e bla bla bla, la mia risposta non sarà più ""cresci, che 'ste pose fan sorridere a quindici anni e adesso ne hai quaranta"" ma ""se non hai letto Una nuova storia (non cinica) dell’umanità, ho troppo da fare per proseguire con questa conversazione"".",Finished on 2022-09-17,5,
9781782263081,Dorothy and the Wizard in Oz,,L. Frank Baum,Paperback,170,Sweet Cherry Publishing,2016-12-01,,,"Il quarto libro della serie riporta in scena il mago di Oz, impegnato in un'avventura al centro (più o meno) della Terra con Dorothy, un gatto parlante e un paio di altri personaggi inediti. Ancora una volta è pieno di idee fuori di testa, tipo la popolazione di vegetali, e davvero appassionante, anche se leggendo l'ultima manciata di capitoli, a storia sostanzialmente finita, sembra di stare davanti alle scene sui titoli di coda dei film Marvel.",Finished on 2022-08-27,4,
9788823529175,In silenzio si uccide,I casi dell'ispettore Erlendur Sveinsson vol.14,Arnaldur Indriðason,Paperback,269,Guanda,2022-07-05,,,,,,
9788806251895,Niente di vero,,Veronica Raimo,Hardcover,176,Einaudi,2022-02-01,,,"Niente di vero è il primo libro di Veronica Raimo che leggo e me ne sono subito innamorato. Innanzitutto perché mi ha fatto scoppiare a ridere più e più volte e francamente non ricordo quando possa essere l'ultima volta che mi sia capitato leggendo un romanzo. Ma poi ha proprio un bel modo di raccontare il casino personale che abbiamo nella testa, giocando sul concetto di narratore inaffidabile e mettendo assieme episodi, osservazioni, confessioni, racconti, un gran macello apparentemente sconnesso ma che in realtà traccia un filo netto e coerente. Il blurb di Zerocalcalcare in quarta di copertina non potrebbe essere più azzeccato, perché il mood da racconto personale che pesca dalle proprie esperienze e ci cazzeggia un sacco attorno me l'ha ricordato molto. Bello.",Finished on 2022-08-20,5,
9780375726712,A Coffin for Dimitrios,,Eric Ambler,Paperback,304,Random House USA Inc,2004-09-01,,,"Il libro di Eric Ambler è ground zero per tutto il filone che vede persone normali ritrovarsi perdute in gorghi di spionaggio, violenza, intrighi internazionali e quasi cent'anni dopo è ancora una gran bella lettura, azzeccata nei colpi di scena e fantasiosa nelle scelte stilistiche.",Finished on 2022-08-04,5,
9780007174164,A Bear Called Paddington,,Michael Bond,Paperback,160,HarperCollins Publishers,2003-11-03,,,"Ho proposto a mia figlia di leggere Paddington senza saperne nulla, se non che esistono i due film e magari poi ce li guardiamo. Abbiamo trovato un libro delizioso, tutto costruito a piccoli episodi di vita quotidiana ambientati in un mondo in cui nessuno si fa il minimo problema all'idea di un orso parlante che va a vivere con una famiglia londinese. E quando affronti il fantastico in questa maniera così naturale e aperta m'hai già conquistato in partenza. Tra l'altro è scritto con quell'equilibrio di chi sa che le sue storie finiranno in mano ai bambini ma non fa la vocina stupida di chi li guarda dall'alto in basso, anzi, usa continuamente termini complicati rendendoli semplici. Il secondo libro ci aspetta. Ma prima c'abbiamo il quarto di Oz.",Finished on 2022-07-29,4,
9781838019150,Go Straight,The Ultimate Guide to Side-Scrolling Beat-’Em-Ups,Dave Cook,Hardcover,456,Bitmap Books,2022-02-xx,,,"Il titolo Go Straight è un po' ambiguo ma, insomma, ha senso per l'argomento ed è una citazione diretta al pezzo di Yuzo Koshiro nella colonna sonora di Streets of Rage 2, quindi, oh, avranno deciso di giocarsela così. Il libro è la solita meraviglia di Bitmap Books che ti fa venire un'ernia al disco quando provi a leggerlo senza un leggio, ti fa sbavare su ogni singola pagina per la cura estetica e ti fa viaggiare nel tempo come il vecchio brontolone che sei mentre leggi descrizioni, aneddoti e curiosità. Poi io 'sti libri li leggo come se fossero romanzi, dall'inizio alla fine, e mi sembra veramente di viaggiare fra i decenni, al di là del fatto che così facendo finisco per scoprire un sacco di roba che non conoscevo. Insomma, bello.",Finished on 2022-06-27,5,
9788804554509,Gomorra,Viaggio nell'impero economico e nel sogno di dominio della camorra,Roberto Saviano,Paperback,331,Mondadori (Strade blu),2006-04-xx,,,,,,
9781782263074,Ozma of Oz (The Wizard of Oz Collection),,L. Frank Baum,Paperback,165,Sweet Cherry Publishing,2016-12-01,,,"Porta avanti l'universo narrativo di L. Frank Baum recuperando Dorothy e facendole incontrare il cast introdotto nel secondo libro. La nuova avventura è completamente fuori di testa per dinamiche e idee, super affascinante e divertente nei personaggi e nel modo in cui si risolvono le situazioni. In più, i due personaggi nuovi più importanti, la gallina e l'uomo meccanico, sono un spacco da leggere a mia figlia facendo le vocine. Abbiamo già comprato il quarto libro, però prima dobbiamo finire il primo di Paddington.",Finished on 2022-06-21,5,
